objeto;data_evento;evento;cliente;trecho;evento_trecho;unid_origem;unid_destino;dr_origem;dr_destino;gestao_prealerta;automatico;manual;total;macroprocesso;postado;ultimo_evento_extraviado;ultimo_evento_em_transito;ultimo_evento;ultimo_evento_data;evento_finalizador;tipo;analise_sro;unid_origem_apelido;unid_destino_apelido;trecho_real;se_postagem;unidade_postagem;data_postagem;familia;ultimo_evento_sinistro
ON067650626BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;ELO7 SERVICOS DE INFORMATICA SA;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AGF JARDIM PETROPOLIS;2020-12-17;SEDEX;nao
ON068745002BR;2020-12-28;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTC MOOCA (SPM) - CTE BRASILIA;Objeto expedido;CTC MOOCA;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-28;nao;transito;Pendente (OTU);CTC MOOCA;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON068858446BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;CELESC DISTRIBUICAO SA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF BAIRRO TRINDADE;2020-12-17;SEDEX;sim
ON069063314BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AGF DE LUCCA;2020-12-17;SEDEX;sim
ON070607035BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;EDITORA WMF MARTINS FONTES LTDA;CTE SAUDE (SPM) - CTE BRASILIA;Objeto expedido;CTE SAUDE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CTE SAUDE;CTE BRASILIA;Trecho;SPM;AGF PLANALTO;2021-01-08;SEDEX;sim
ON077947127BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;IEA INST DE ESTUDOS AVANCADOS LTDA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF DISTRITO DE CANASVIEIRAS;2020-12-17;SEDEX;sim
ON077947467BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;IEA INST DE ESTUDOS AVANCADOS LTDA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF DISTRITO DE CANASVIEIRAS;2020-12-17;SEDEX;sim
ON077947555BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;IEA INST DE ESTUDOS AVANCADOS LTDA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF DISTRITO DE CANASVIEIRAS;2020-12-17;SEDEX;sim
ON077947572BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;IEA INST DE ESTUDOS AVANCADOS LTDA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF DISTRITO DE CANASVIEIRAS;2020-12-17;SEDEX;sim
ON078340188BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-24;nao;transito;Pendente (OTU);CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF LUZITANA;2020-12-17;SEDEX;sim
ON078357206BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AGF PORTAL DE LIMEIRA;2020-12-17;SEDEX;sim
ON079117799BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;MORMAII IND COM IMPORT E EXP DE ARTIGO;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF DISTRITO DE CANASVIEIRAS;2020-12-17;SEDEX;nao
ON079452866BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;SALVADOR FRUTUOSO LIMEIRA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-24;nao;transito;Pendente (OTU);CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF TATUHIBY;2020-12-17;SEDEX;sim
ON082001889BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF VILA PAVAN;2020-12-17;SEDEX;sim
ON082190961BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE SAUDE (SPM) - CTE BRASILIA;Objeto expedido;CTE SAUDE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-24;nao;transito;Pendente (OTU);CTE SAUDE;CTE BRASILIA;Trecho;SPM;AGF KENNEDY;2020-12-18;SEDEX;sim
ON083961715BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;AGORA SOU MAE LTDA ME;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF AVENIDA RIO BRANCO;2020-12-17;SEDEX;sim
ON084537309BR;2021-01-06;OBJETO EXTRAVIADO;NOGUTI E AMARAL PRODUTOS ORIENTAIS LTDA;CTE BRASILIA (BSB) - CTE BRASILIA;Passagem interna;CTE BRASILIA;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-07;nao;extraviado;Aguardando solicitacao de Desbloqueio;CTE BRASILIA;CTE BRASILIA;Responsabilizada;SPI;AGF VILA ADYANA;2020-12-17;SEDEX;nao
ON084597280BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;COSMOPIRA COM PROD PERF COSM LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2021-01-09;nao;transito;Extraviado;CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF CAMINHO DAS AGUAS;2020-12-17;SEDEX;sim
ON086574701BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;ADRIANO MANOEL DOS SANTOS;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF AVENIDA RIO BRANCO;2020-12-17;SEDEX;sim
ON087752672BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;LARA INDUSTRIA E COMERCIO LTDA ME;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AGF CAPITAO LISBOA;2020-12-17;SEDEX;sim
ON087888499BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;ELO7 SERVICOS DE INFORMATICA SA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF DE LUCCA;2020-12-17;SEDEX;nao
ON088964554BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;UNIVERSO ONLINE SA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF AFONSO PENA;2020-12-17;SEDEX;sim
ON089084684BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;BRECHO DA DIRETORIA LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF COSTA DO SOL;2020-12-17;SEDEX;nao
ON089798155BR;2021-01-13;OBJETO EXTRAVIADO;LG ELECTRONICS DO BRASIL LTDA;CTE BRASILIA (BSB) - CTE BRASILIA;Passagem interna;CTE BRASILIA;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-14;nao;extraviado;Aguardando solicitacao de Desbloqueio;CTE BRASILIA;CTE BRASILIA;Responsabilizada;SPI;CTE SAO JOSE DOS CAMPOS/GTURN2;2020-12-17;SEDEX;nao
ON090092127BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;UNIVERSO ONLINE SA;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-09;nao;transito;Aguardando solicitacao de Desbloqueio;CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF AFONSO PENA;2020-12-17;SEDEX;nao
ON090119831BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;HELDER HANG;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AC BRAGANCA PAULISTA;2020-12-17;SEDEX;sim
ON090451227BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;HELDER HANG;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AC BRAGANCA PAULISTA;2020-12-17;SEDEX;sim
ON090593565BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;OBL IND E COM DE PROD DENT LTDA;CTCE INDAIATUBA (SPI) - CEE BRASILIA NORTE;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA NORTE;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE INDAIATUBA;CEE BRASILIA NORTE;Trecho;SPI;AGF PARQUE DAS INDUSTRIAS;2020-12-17;SEDEX;sim
ON090877417BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;VYDENCE MEDICAL INDUSTRIA E COMERCIO LTD;CTCE INDAIATUBA (SPI) - CEE BRASILIA SUL;Objeto expedido;CTCE INDAIATUBA;CEE BRASILIA SUL;SPI;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-24;nao;transito;Pendente (OTU);CTCE INDAIATUBA;CEE BRASILIA SUL;Trecho;SPI;AGF COSTA DO SOL;2020-12-17;SEDEX;sim
ON099371716BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;NEXT SERVICE PREST SERV EM ELET LT;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON114603057BR;2021-01-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CDD RECANTO DAS EMAS (BSB) - CDD RECANTO DAS EMAS;Passagem interna;CDD RECANTO DAS EMAS;CDD RECANTO DAS EMAS;BSB;BSB;Gestao Automatica;1;0;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-04;nao;transito;Pendente (OTU);CDD RECANTO DAS EMAS;CDD RECANTO DAS EMAS;Responsabilizada;BSB;AGF QNA 30;2020-12-21;SEDEX;sim
ON125604495BR;2020-12-28;OBJETO EM TRÂNSITO PARA A UNIDADE.;NESTLE BRASIL LTDA;CTE SAUDE (SPM) - CTE BRASILIA;Objeto expedido;CTE SAUDE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTE SAUDE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;nao
ON125605337BR;2020-12-28;OBJETO EM TRÂNSITO PARA A UNIDADE.;NESTLE BRASIL LTDA;CTE SAUDE (SPM) - CTE BRASILIA;Objeto expedido;CTE SAUDE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;nao;Solicitação de suspensão de entrega recebida;2021-01-08;nao;transito;Aguardando solicitacao de Desbloqueio;CTE SAUDE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;nao
ON138134945BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON138136266BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON138158160BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON143617022BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON143633759BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON143721144BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON143911276BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MELHOR ENVIO LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON143955759BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MELHOR ENVIO LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON144166973BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MELHOR ENVIO LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON147959433BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON147962928BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON147973109BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON148707325BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON156548325BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON165828315BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;SPM;AGF VILA RICA;2020-12-29;SEDEX;sim
ON165893530BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON170033581BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON170112341BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON170113727BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON170114722BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON170115586BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON170132195BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;SPM;AGF VILA RICA;2020-12-29;SEDEX;sim
